Serial,Status,PN,falla
G59967020FFFN0201,Failed,G59967-020-D,Test Hall Test 1
G59967020FFFN0201,Passed,G59967-020-D
G59967020FFFN1202,Passed,G59967-020-D
G59967020FFFN2203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFN2203,Passed,G59967-020-D
G59967020FFFN3204,Passed,G59967-020-D
G59967020FFFN4205,Passed,G59967-020-D
G59967020FFFN5206,Passed,G59967-020-D
G59967020FFFN5206,Passed,G59967-020-D
G59967020FFFN5206,Failed,G59967-020-D,SuperCap Test
G59967020FFFN5206,Failed,G59967-020-D,Test Program SBC
G59967020FFFN5206,Failed,G59967-020-D,Voltage_Validation
G59967020FFFN5206,Terminated,G59967-020-D
G59967020FFFN5206,Terminated,G59967-020-D
G59967020FFFN5206,Terminated,G59967-020-D
G59967020FFFN5206,Terminated,G59967-020-D
G59967020FFFN6201,Passed,G59967-020-D
G59967020FFFN7202,Passed,G59967-020-D
G59967020FFFN8203,Error,G59967-020-D
G59967020FFFN8203,Passed,G59967-020-D
G59967020FFFN9204,Passed,G59967-020-D
G59967020FFFNA205,Passed,G59967-020-D
G59967020FFFNB206,Passed,G59967-020-D
G59967020FFFNQ201,Passed,G59967-020-D
G59967020FFFNR202,Passed,G59967-020-D
G59967020FFFNS203,Passed,G59967-020-D
G59967020FFFNT204,Passed,G59967-020-D
G59967020FFFNU205,Passed,G59967-020-D
G59967020FFFNV206,Passed,G59967-020-D
G59967020FFFNW201,Passed,G59967-020-D
G59967020FFFNX202,Passed,G59967-020-D
G59967020FFFNX202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFNX202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFNY203,Passed,G59967-020-D
G59967020FFFNY203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFNY203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFNZ204,Passed,G59967-020-D
G59967020FFFNZ204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFNZ204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP0205,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP0205,Passed,G59967-020-D
G59967020FFFP1206,Passed,G59967-020-D
G59967020FFFP2201,Failed,G59967-020-D,ECU Hard Reset
G59967020FFFP2201,Passed,G59967-020-D
G59967020FFFP3202,Passed,G59967-020-D
G59967020FFFP4203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP4203,Passed,G59967-020-D
G59967020FFFP5204,Passed,G59967-020-D
G59967020FFFP6205,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP6205,Passed,G59967-020-D
G59967020FFFP7206,Passed,G59967-020-D
G59967020FFFP8201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP8201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP8201,Passed,G59967-020-D
G59967020FFFP9202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP9202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP9202,Failed,G59967-020-D,Test Read Data By ID
G59967020FFFP9202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFP9202,Passed,G59967-020-D
G59967020FFFPA203,Failed,G59967-020-D,UUT Not For This Process
G59967020FFFPB204,Passed,G59967-020-D
G59967020FFFPC205,Passed,G59967-020-D
G59967020FFFPD206,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFPD206,Failed,G59967-020-D,ECU Hard Reset
G59967020FFFPD206,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFPD206,Passed,G59967-020-D
G59967020FFFPE201,Passed,G59967-020-D
G59967020FFFPF202,Passed,G59967-020-D
G59967020FFFPG203,Passed,G59967-020-D
G59967020FFFPH204,Passed,G59967-020-D
G59967020FFFPJ205,Passed,G59967-020-D
G59967020FFFPK206,Passed,G59967-020-D
G59967020FFFPL201,Passed,G59967-020-D
G59967020FFFPM202,Passed,G59967-020-D
G59967020FFFPN203,Passed,G59967-020-D
G59967020FFFPP204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFPP204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFPP204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFPP204,Passed,G59967-020-D
G59967020FFFPQ205,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFPQ205,Passed,G59967-020-D
G59967020FFFPR206,Passed,G59967-020-D
G59967020FFFPS201,Passed,G59967-020-D
G59967020FFFPT202,Passed,G59967-020-D
G59967020FFFPU203,Passed,G59967-020-D
G59967020FFFPV204,Passed,G59967-020-D
G59967020FFFPW205,Passed,G59967-020-D
G59967020FFFPX206,Passed,G59967-020-D
G59967020FFFPX206,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFPY201,Passed,G59967-020-D
G59967020FFFPZ202,Failed,G59967-020-D,Test Hall Test 1
G59967020FFFPZ202,Passed,G59967-020-D
G59967020FFFQ0203,Passed,G59967-020-D
G59967020FFFQ1204,Passed,G59967-020-D
G59967020FFFQ2205,Passed,G59967-020-D
G59967020FFFQ3206,Passed,G59967-020-D
G59967020FFFQG201,Passed,G59967-020-D
G59967020FFFQG201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFQH202,Passed,G59967-020-D
G59967020FFFQJ203,Passed,G59967-020-D
G59967020FFFQK204,Passed,G59967-020-D
G59967020FFFQK204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFQL205,Failed,G59967-020-D,Test Verify SW Version
G59967020FFFQL205,Passed,G59967-020-D
G59967020FFFQM206,Passed,G59967-020-D
G59967020FFFQN201,Error,G59967-020-D
G59967020FFFQN201,Error,G59967-020-D
G59967020FFFQN201,Error,G59967-020-D
G59967020FFFQN201,Error,G59967-020-D
G59967020FFFQN201,Error,G59967-020-D
G59967020FFFQN201,Error,G59967-020-D
G59967020FFFQN201,Passed,G59967-020-D
G59967020FFFQP202,Passed,G59967-020-D
G59967020FFFQQ203,Passed,G59967-020-D
G59967020FFFQR204,Passed,G59967-020-D
G59967020FFFQS205,Passed,G59967-020-D
G59967020FFFQT206,Passed,G59967-020-D
G59967020FFFQU201,Passed,G59967-020-D
G59967020FFFQV202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFQV202,Passed,G59967-020-D
G59967020FFFQW203,Passed,G59967-020-D
G59967020FFFQX204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFQX204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFQX204,Passed,G59967-020-D
G59967020FFFQY205,Passed,G59967-020-D
G59967020FFFQZ206,Failed,G59967-020-D,Test Sleep Request
G59967020FFFQZ206,Passed,G59967-020-D
G59967020FFFR0201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFR0201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFR0201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFR0201,Passed,G59967-020-D
G59967020FFFR1202,Passed,G59967-020-D
G59967020FFFR2203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFR2203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFR2203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFR2203,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFR2203,Passed,G59967-020-D
G59967020FFFR3204,Passed,G59967-020-D
G59967020FFFR4205,Passed,G59967-020-D
G59967020FFFR5206,Passed,G59967-020-D
G59967020FFFRQ201,Passed,G59967-020-D
G59967020FFFRR202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFRR202,Error,G59967-020-D
G59967020FFFRR202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFRR202,Failed,G59967-020-D,Test Verify ECU ID
G59967020FFFRR202,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFRR202,Passed,G59967-020-D
G59967020FFFRS203,Passed,G59967-020-D
G59967020FFFRU205,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFRU205,Passed,G59967-020-D
G59967020FFFRV206,Passed,G59967-020-D
G59967020FFFRW201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFRW201,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFRW201,Passed,G59967-020-D
G59967020FFFRX202,Passed,G59967-020-D
G59967020FFFRY203,Passed,G59967-020-D
G59967020FFFRZ204,Failed,G59967-020-D,Test Brose EOL Ext Session
G59967020FFFRZ204,Failed,G59967-020-D,Test Brose EOL Ext Session
